id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
1695,1,smooth - a distributed multimedia database system,"h kosch , l b?sz?rm§ënyi , a bachlechner , c hanin , c hofbauer , m lang , c riedler , r tusch",vldb,2001,smooth-a distributed multimedia database system,"h kosch , c hanin , c hofbauer , m lang , c riedler , r","vldb ,",2001
1696,0,commercial use of database technology,h sch?ning,vldb,2003,virtual data technology,"a gupta , v harinarayan , a rajaraman","sigmod record ,",1997
1697,0,wavecluster : a multi-resolution clustering approach for very large spatial databases,"g sheikholeslami , s chatterjee , a zhang",vldb,1998,birch : an efficient clustering method for very large databases,"t zhang , r ramakrishnan , m livny","& hellip ; workshop on research issues on data mining and knowledge & hellip ; ,",
1698,0,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,schema evolution in object-oriented database systems,"gt nguyen , d rieu","data & knowledge engineering ,",1989
1699,0,a survey of logical models for olap databases,"p vassiliadis , t sellis",sigmod record,1999,implementation of logical languages for databases,j ullman,"acm trans . database syst ,",
1700,0,query rewriting for semistructured data,"y papakonstantinou , v vassalos",sigmod conference,1999,describing semistructured data,l cardelli,"sigmod record ,",2001
1701,0,complex queries over web repositories,"s raghavan , h garcia-molina",vldb,2003,optimizing top-k selection queries over multimedia repositories,"l gravano , a marian","ieee transactions on knowledge and data engineering ,",2004
1702,0,continuous nearest neighbor search,"y tao , d papadias , q shen",vldb,2002,nearest neighbor queries,"n rossopoulos , s kelly , f vincent","proc . of acm-sigmod ,",
1703,0,guest editorial,,,2002,guest editor 's introduction,f dehne,"algorithmica ,",1999
1704,1,cache-conscious concurrency control of main-memory indexes on shared-memory multiprocessor systems,"s cha , s hwang , k kim , k kwon",vldb,2001,cache-conscious concurrency control of main-memory indexes on shared-memory multiprocessor systems,"sk cha , s hwang , k kim , k kwon","proceedings of the international conference on very large & hellip ; ,",2001
1705,0,a multi-paradigm querying approach for a generic multimedia database management system,"j wen , q li , w ma , h zhang",sigmod record,2003,multimedia database management systems ( panel ),s christodoulakis,"sigmod conference ,",
1706,0,exploiting statistics on query expressions for optimization,"n bruno , s chaudhuri",sigmod conference,2002,query processing and optimization for regular path expressions,"g wang , m liu",,
1707,0,aurora : a data stream management system,"d abadi , d carney , u §éetintemel , m cherniack , c convey , c erwin , e galvez , m hatoun , a maskey , a rasin , a singer , m stonebraker , n tatbul , y xing , r yan , s zdonik",sigmod conference,2003,grid data management systems & services,"a jagatheesan , r moore","proceedings of the international conference on very large & hellip ; ,",2003
1708,0,m-tree : an efficient access method for similarity search in metric spaces,"p ciaccia , m patella , p zezula",vldb,1997,the r * - tree : an efficient and robust access method for points and rectangles proc,"n bechmann , hp kriegel , r schneider , b seeger","acm sigmod ,",
1709,0,a case-based approach to information integration,"m panti , l spalazzi , a giretti",vldb,2000,an information theory approach to categorical clustering,"d barbara , j couto , y li",submitted for,
1710,0,vxmlr : a visual xml-relational database system,"a zhou , h lu , s zheng , y liang , l zhang , w ji , z tian",vldb,2001,an authorization mechanism for a relational database system,"p selinger , bw wade","acm-tods ,",
1711,0,a unified framework for enforcing multiple access control policies,"s jajodia , p samarati , v subrahmanian , e bertino",sigmod conference,1997,a unifying framework for version control in cad,"ht chou , w kim","proceedings of the 12th conference on vldb ,",
1712,0,structures for manipulating proposed updates in object-oriented databases,"m doherty , r hull , m rupawalla",sigmod conference,1996,fhin : an efficient storage structure and access method for object-oriented databases,"n gorla , ct liu","information and software technology ,",1999
1713,0,critical database technologies for high energy physics,"d malon , e may",vldb,1997,database technologies for electronic commerce,"r agrawal , r srikant , y xu","vldb ,",2002
1714,0,efficient algorithms for mining outliers from large data sets,"s ramaswamy , r rastogi , k shim",sigmod conference,2000,an efficient algorithm for mining association rules in large databases,aseos navathe,,
1715,0,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997,a global garbage collector for federated database management systems,"m fr? ? d? ? ric , t jean-marc , b pierre",,
1716,0,efficient filtering of xml documents with xpath expressions,"c chan , p felber , m garofalakis , r rastogi",vldb j.,2002,efficient filtering of xml documents forselective dissemination of information,"m altinel , m franklin",proc . the 26th inta ?? l conf . on very large data bases,
1717,0,cache portal : technology for accelerating database-driven e-commerce web sites,"w li , k candan , w hsiung , o po , d agrawal , q luo , w huang , y akca , c yilmaz",vldb,2001,enabling dynamic content caching for database-driven web sites,"ks candan , ws li , q luo , wp hsiung , d agrawal","proceedings of the 2001 acm sigmod international conference & hellip ; ,",2001
1718,0,research directions in biodiversity informatics,j schnase,vldb,2000,research directions in object-oriented databases,w kim,"proc . of the 9th acm sigact-sigmod-sigart symposium on & hellip ; ,",
1719,1,integrating triggers and declarative constraints in sql database sytems,"r cochrane , h pirahesh , n mattos",vldb,1996,integrating triggers and declarative constraints in sql database systems,"r cochrane , h pirahesh , nm mattos","vldb ,",1996
1720,0,"probabilistic temporal databases , i : algebra","a dekhtyar , r ross , v subrahmanian",acm trans . database syst .,2001,temporal probabilistic object bases,vs subrahmanian,,
1721,0,dwms : data warehouse management system,n mohan,vldb,1996,strudel : a web-site management system,"m fernandez , j kang , a levy , d suciu",,
1722,0,tail recursion elimination in deductive databases,k ross,acm trans . database syst .,1996,a method for change computation in deductive databases,t urpi,"vldb ,",1992
1723,0,"lh * - a scalable , distributed data structure","w litwin , m neimat , d schneider",acm trans . database syst .,1996,lh * g : a high-availability scalable distributed data structure through record grouping . with t.,w litwin,"res . rep. ceria , u. dauphine & u. linkoping ( may . 1997 ) . (",
1724,0,a survey and critique of advanced transaction models,c mohan,sigmod conference,1994,advanced transaction models in workflow contexts,c mohana ? |,"relat? 3 rio de pesquisa . ibm almaden research center , dez ,",
1725,0,on-line reorganization in object databases,"m lakhamraju , r rastogi , s seshadri , s sudarshan",sigmod conference,2000,dynamic reorganization of object databases,"vi wietrzyk , ma orgun",,
1726,0,distributed processing over stand-alone systems and applications,"g alonso , c hagen , h schek , m tresch",vldb,1997,distributed processing of data dynamics,"c rolland , c richard","acm sigmod record ,",1982
1727,0,editor 's notes,jennifer widom,sigmod record,1996,editors ' notes,"r picciotto , rc rist","new directions for program evaluation ,",1995
1728,1,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998,"an efficient clustering algorithm for large data bases , sigmod 1998","s guha , r rastogi , a cure","proceedings of acm sigmod international conference on & hellip ; ,",
1729,0,guest editor 's introduction,,,2003,guest editor 's introduction : image databases,"ss iyengar , rl kashyap","ieee transactions on software engineering ,",1988
1730,0,data compression support in databases,"b iyer , d wilhite",vldb,1994,data and databases,"c databases , d warehouses , ae technology , ip",,
1731,0,privacy-preserving data mining,"r agrawal , r srikant",sigmod conference,2000,research problems in data stream processing and privacy-preserving data mining,j gehrke,"& hellip ; of the next generation data mining workshop , baltimore , md , & hellip ; ,",
1732,0,guest editorial,,,2001,editorial,"g cosier , p hughes","bt technology journal ,",2001
1733,0,querying atsql databases with temporal logic,"j chomicki , d toman , m b?hlen",acm trans . database syst .,2001,querying multidimensional databases .,acms anthology,,
1734,0,webview materialization,"a labrinidis , n roussopoulos",sigmod conference,2000,adaptive webview materialization,"a labrinidis , n roussopoulos",,
1735,0,description logics for semantic query optimization in object-oriented database systems,"d beneventano , s bergamaschi , c sartori",acm trans . database syst .,2003,event specification in an object-oriented database system,"nh gehani , hv jagadish , o shmueli",proc . acm sigmod international conference on management of,
